From	To
593117.TGAM_0624	C5A4G4
593117.TGAM_0045	C5A2P5
593117.TGAM_0623	C5A4G3
593117.TGAM_0818	C5A508
593117.TGAM_0815	C5A505
593117.TGAM_0620	C5A4G0
593117.TGAM_0621	C5A4G1
593117.TGAM_0813	C5A503
593117.TGAM_0811	C5A501
593117.TGAM_0812	C5A502
593117.TGAM_0412	C5A3V2
593117.TGAM_0414	C5A3V4
593117.TGAM_0413	C5A3V3
593117.TGAM_0239	C5A3C9
593117.TGAM_0410	C5A3V0
593117.TGAM_0041	C5A2P1
593117.TGAM_0236	C5A3C6
593117.TGAM_0419	C5A3V9
593117.TGAM_0040	C5A2P0
593117.TGAM_0043	C5A2P3
593117.TGAM_0238	C5A3C8
593117.TGAM_0416	C5A3V6
593117.TGAM_0231	C5A3C1
593117.TGAM_0418	C5A3V8
593117.TGAM_0234	C5A3C4
593117.TGAM_0233	C5A3C3
593117.TGAM_0037	C5A2N7
593117.TGAM_0617	C5A4F7
593117.TGAM_0618	C5A4F8
593117.TGAM_0038	C5A2N8
593117.TGAM_0619	C5A4F9
593117.TGAM_0039	C5A2N9
593117.TGAM_0821	C5A511
593117.TGAM_0033	C5A2N3
593117.TGAM_0613	C5A4F3
593117.TGAM_0034	C5A2N4
593117.TGAM_0035	C5A2N5
593117.TGAM_0616	C5A4F6
593117.TGAM_0036	C5A2N6
593117.TGAM_0829	C5A519
593117.TGAM_0612	C5A4F2
593117.TGAM_0822	C5A512
593117.TGAM_0824	C5A514
593117.TGAM_0443	C5A3Y3
593117.TGAM_0442	C5A3Y2
593117.TGAM_0229	C5A3B9
593117.TGAM_0447	C5A3Y7
593117.TGAM_0446	C5A3Y6
593117.TGAM_0444	C5A3Y4
593117.TGAM_0449	C5A3Y9
593117.TGAM_0448	C5A3Y8
593117.TGAM_0227	C5A3B7
593117.TGAM_0032	C5A2N2
593117.TGAM_0226	C5A3B6
593117.TGAM_0031	C5A2N1
593117.TGAM_0030	C5A2N0
593117.TGAM_0225	C5A3B5
593117.TGAM_0224	C5A3B4
593117.TGAM_0648	C5A4I8
593117.TGAM_0025	C5A2M5
593117.TGAM_0649	C5A4I9
593117.TGAM_0646	C5A4I6
593117.TGAM_0647	C5A4I7
593117.TGAM_0230	C5A3C0
593117.TGAM_0029	C5A2M9
593117.TGAM_0026	C5A2M6
593117.TGAM_0027	C5A2M7
593117.TGAM_0640	C5A4I0
593117.TGAM_0641	C5A4I1
593117.TGAM_0833	C5A523
593117.TGAM_0642	C5A4I2
593117.TGAM_0837	C5A527
593117.TGAM_0218	C5A3A8
593117.TGAM_0430	C5A3X0
593117.TGAM_0432	C5A3X2
593117.TGAM_0219	C5A3A9
593117.TGAM_0431	C5A3X1
593117.TGAM_0434	C5A3X4
593117.TGAM_0436	C5A3X6
593117.TGAM_0210	C5A3A0
593117.TGAM_0437	C5A3X7
593117.TGAM_0212	C5A3A2
593117.TGAM_0213	C5A3A3
593117.TGAM_0215	C5A3A5
593117.TGAM_0639	C5A4H9
593117.TGAM_0841	C5A531
593117.TGAM_0017	C5A2L7
593117.TGAM_0842	C5A532
593117.TGAM_0018	C5A2L8
593117.TGAM_0843	C5A533
593117.TGAM_0019	C5A2L9
593117.TGAM_0845	C5A535
593117.TGAM_0846	C5A536
593117.TGAM_0847	C5A537
593117.TGAM_0630	C5A4H0
593117.TGAM_0849	C5A539
593117.TGAM_0288	C5A3H8
593117.TGAM_0286	C5A3H6
593117.TGAM_0287	C5A3H7
593117.TGAM_1913	C5A1Z6
593117.TGAM_1129	C5A5W9
593117.TGAM_1128	C5A5W8
593117.TGAM_1122	C5A5W2
593117.TGAM_0667	C5A4K7
593117.TGAM_1130	C5A5X0
593117.TGAM_0666	C5A4K6
593117.TGAM_0665	C5A4K5
593117.TGAM_0009	C5A2K9
593117.TGAM_0008	C5A2K8
593117.TGAM_0007	C5A2K7
593117.TGAM_0006	C5A2K6
593117.TGAM_0293	C5A3I3
593117.TGAM_0292	C5A3I2
593117.TGAM_0291	C5A3I1
593117.TGAM_0002	C5A2K2
593117.TGAM_1907	C5A1Z0
593117.TGAM_0279	C5A3G9
593117.TGAM_0275	C5A3G5
593117.TGAM_1902	C5A1Y5
593117.TGAM_0276	C5A3G6
593117.TGAM_1901	C5A1Y4
593117.TGAM_0277	C5A3G7
593117.TGAM_1900	C5A1Y3
593117.TGAM_1139	C5A5X9
593117.TGAM_1136	C5A5X6
593117.TGAM_1135	C5A5X5
593117.TGAM_1140	C5A5Y0
593117.TGAM_1141	C5A5Y1
593117.TGAM_0283	C5A3H3
593117.TGAM_0282	C5A3H2
593117.TGAM_0285	C5A3H5
593117.TGAM_0284	C5A3H4
593117.TGAM_0281	C5A3H1
593117.TGAM_0280	C5A3H0
593117.TGAM_1909	C5A1Z2
593117.TGAM_1109	C5A5U9
593117.TGAM_1934	C5A217
593117.TGAM_0266	C5A3F6
593117.TGAM_1397	C5A6N7
593117.TGAM_0267	C5A3F7
593117.TGAM_1933	C5A216
593117.TGAM_0407	C5A3U7
593117.TGAM_0404	C5A3U4
593117.TGAM_1936	C5A219
593117.TGAM_0264	C5A3F4
593117.TGAM_1399	C5A6N9
593117.TGAM_0265	C5A3F5
593117.TGAM_1935	C5A218
593117.TGAM_1937	C5A220
593117.TGAM_0408	C5A3U8
593117.TGAM_1939	C5A222
593117.TGAM_0409	C5A3U9
593117.TGAM_0269	C5A3F9
593117.TGAM_1103	C5A5U3
593117.TGAM_1930	C5A213
593117.TGAM_0402	C5A3U2
593117.TGAM_0691	C5A4N1
593117.TGAM_1105	C5A5U5
593117.TGAM_0403	C5A3U3
593117.TGAM_1104	C5A5U4
593117.TGAM_0692	C5A4N2
593117.TGAM_1932	C5A215
593117.TGAM_1107	C5A5U7
593117.TGAM_1931	C5A214
593117.TGAM_0690	C5A4N0
593117.TGAM_0401	C5A3U1
593117.TGAM_0682	C5A4M2
593117.TGAM_0687	C5A4M7
593117.TGAM_1110	C5A5V0
593117.TGAM_0274	C5A3G4
593117.TGAM_0273	C5A3G3
593117.TGAM_0272	C5A3G2
593117.TGAM_0271	C5A3G1
593117.TGAM_1925	C5A208
593117.TGAM_1388	C5A6M8
593117.TGAM_1924	C5A207
593117.TGAM_0254	C5A3E4
593117.TGAM_1387	C5A6M7
593117.TGAM_1923	C5A206
593117.TGAM_0255	C5A3E5
593117.TGAM_1119	C5A5V9
593117.TGAM_1922	C5A205
593117.TGAM_1929	C5A212
593117.TGAM_1927	C5A210
593117.TGAM_1926	C5A209
593117.TGAM_0809	C5A4Z9
593117.TGAM_1112	C5A5V2
593117.TGAM_1118	C5A5V8
593117.TGAM_1921	C5A204
593117.TGAM_1117	C5A5V7
593117.TGAM_1920	C5A203
593117.TGAM_0672	C5A4L2
593117.TGAM_0801	C5A4Z1
593117.TGAM_0800	C5A4Z0
593117.TGAM_0803	C5A4Z3
593117.TGAM_0673	C5A4L3
593117.TGAM_1120	C5A5W0
593117.TGAM_0805	C5A4Z5
593117.TGAM_0804	C5A4Z4
593117.TGAM_1391	C5A6N1
593117.TGAM_1392	C5A6N2
593117.TGAM_1390	C5A6N0
593117.TGAM_0261	C5A3F1
593117.TGAM_1395	C5A6N5
593117.TGAM_0260	C5A3F0
593117.TGAM_1393	C5A6N3
593117.TGAM_0263	C5A3F3
593117.TGAM_0262	C5A3F2
593117.TGAM_0895	C5A585
593117.TGAM_0896	C5A586
593117.TGAM_1579	C5A769
593117.TGAM_1384	C5A6M4
593117.TGAM_0897	C5A587
593117.TGAM_1577	C5A767
593117.TGAM_1382	C5A6M2
593117.TGAM_1381	C5A6M1
593117.TGAM_1759	C5A1J2
593117.TGAM_1380	C5A6M0
593117.TGAM_2059	C5A2E2
593117.TGAM_1574	C5A764
593117.TGAM_2058	C5A2E1
593117.TGAM_1757	C5A1J0
593117.TGAM_1573	C5A763
593117.TGAM_1756	C5A1I9
593117.TGAM_1175	C5A615
593117.TGAM_1755	C5A1I8
593117.TGAM_1754	C5A1I7
593117.TGAM_1753	C5A1I6
593117.TGAM_1173	C5A613
593117.TGAM_1172	C5A612
593117.TGAM_1752	C5A1I5
593117.TGAM_1171	C5A611
593117.TGAM_1751	C5A1I4
593117.TGAM_1750	C5A1I3
593117.TGAM_1953	C5A236
593117.TGAM_1951	C5A234
593117.TGAM_1952	C5A235
593117.TGAM_1950	C5A233
593117.TGAM_1166	C5A606
593117.TGAM_1167	C5A607
593117.TGAM_2067	C5A2F0
593117.TGAM_1379	C5A6L9
593117.TGAM_1959	C5A242
593117.TGAM_2064	C5A2E7
593117.TGAM_1581	C5A771
593117.TGAM_1377	C5A6L7
593117.TGAM_2062	C5A2E5
593117.TGAM_1957	C5A240
593117.TGAM_2063	C5A2E6
593117.TGAM_1958	C5A241
593117.TGAM_2060	C5A2E3
593117.TGAM_1375	C5A6L5
593117.TGAM_1376	C5A6L6
593117.TGAM_1956	C5A239
593117.TGAM_1567	C5A757
593117.TGAM_1372	C5A6L2
593117.TGAM_1371	C5A6L1
593117.TGAM_1374	C5A6L4
593117.TGAM_1568	C5A758
593117.TGAM_1747	C5A1I0
593117.TGAM_2069	C5A2F2
593117.TGAM_2068	C5A2F1
593117.TGAM_1562	C5A752
593117.TGAM_1749	C5A1I2
593117.TGAM_1564	C5A754
593117.TGAM_1743	C5A1H6
593117.TGAM_1185	C5A625
593117.TGAM_1742	C5A1H5
593117.TGAM_1745	C5A1H8
593117.TGAM_1186	C5A626
593117.TGAM_1744	C5A1H7
593117.TGAM_1181	C5A621
593117.TGAM_1180	C5A620
593117.TGAM_1741	C5A1H4
593117.TGAM_1740	C5A1H3
593117.TGAM_1940	C5A223
593117.TGAM_1941	C5A224
593117.TGAM_1942	C5A225
593117.TGAM_2070	C5A2F3
593117.TGAM_1943	C5A226
593117.TGAM_1177	C5A617
593117.TGAM_1179	C5A619
593117.TGAM_2075	C5A2F8
593117.TGAM_1368	C5A6K8
593117.TGAM_1949	C5A232
593117.TGAM_1572	C5A762
593117.TGAM_2071	C5A2F4
593117.TGAM_1364	C5A6K4
593117.TGAM_1944	C5A227
593117.TGAM_1945	C5A228
593117.TGAM_1366	C5A6K6
593117.TGAM_1947	C5A230
593117.TGAM_1367	C5A6K7
593117.TGAM_2074	C5A2F7
593117.TGAM_2038	C5A2C1
593117.TGAM_1554	C5A744
593117.TGAM_2037	C5A2C0
593117.TGAM_1553	C5A743
593117.TGAM_1552	C5A742
593117.TGAM_2036	C5A2B9
593117.TGAM_1551	C5A741
593117.TGAM_2035	C5A2B8
593117.TGAM_1363	C5A6K3
593117.TGAM_1557	C5A747
593117.TGAM_1556	C5A746
593117.TGAM_1555	C5A745
593117.TGAM_2039	C5A2C2
593117.TGAM_1360	C5A6K0
593117.TGAM_1150	C5A5Z0
593117.TGAM_1772	C5A1K5
593117.TGAM_1771	C5A1K4
593117.TGAM_1154	C5A5Z4
593117.TGAM_1777	C5A1L0
593117.TGAM_1153	C5A5Z3
593117.TGAM_1152	C5A5Z2
593117.TGAM_1776	C5A1K9
593117.TGAM_1151	C5A5Z1
593117.TGAM_1775	C5A1K8
593117.TGAM_1146	C5A5Y6
593117.TGAM_1972	C5A255
593117.TGAM_1147	C5A5Y7
593117.TGAM_1975	C5A258
593117.TGAM_1780	C5A1L3
593117.TGAM_1976	C5A259
593117.TGAM_1781	C5A1L4
593117.TGAM_1148	C5A5Y8
593117.TGAM_1974	C5A257
593117.TGAM_1149	C5A5Y9
593117.TGAM_2040	C5A2C3
593117.TGAM_1979	C5A262
593117.TGAM_2041	C5A2C4
593117.TGAM_1356	C5A6J6
593117.TGAM_1977	C5A260
593117.TGAM_1978	C5A261
593117.TGAM_2044	C5A2C7
593117.TGAM_2045	C5A2C8
593117.TGAM_2042	C5A2C5
593117.TGAM_1357	C5A6J7
593117.TGAM_2043	C5A2C6
593117.TGAM_2047	C5A2D0
593117.TGAM_1541	C5A731
593117.TGAM_1769	C5A1K2
593117.TGAM_2046	C5A2C9
593117.TGAM_1768	C5A1K1
593117.TGAM_1543	C5A733
593117.TGAM_2049	C5A2D2
593117.TGAM_1542	C5A732
593117.TGAM_1545	C5A735
593117.TGAM_1544	C5A734
593117.TGAM_1352	C5A6J2
593117.TGAM_1547	C5A737
593117.TGAM_1351	C5A6J1
593117.TGAM_1549	C5A739
593117.TGAM_1760	C5A1J3
593117.TGAM_1548	C5A738
593117.TGAM_1763	C5A1J6
593117.TGAM_1160	C5A600
593117.TGAM_1762	C5A1J5
593117.TGAM_1163	C5A603
593117.TGAM_1765	C5A1J8
593117.TGAM_1764	C5A1J7
593117.TGAM_1162	C5A602
593117.TGAM_1767	C5A1K0
593117.TGAM_1165	C5A605
593117.TGAM_1164	C5A604
593117.TGAM_1766	C5A1J9
593117.TGAM_1155	C5A5Z5
593117.TGAM_1960	C5A243
593117.TGAM_1961	C5A244
593117.TGAM_1962	C5A245
593117.TGAM_1963	C5A246
593117.TGAM_1964	C5A247
593117.TGAM_1965	C5A248
593117.TGAM_1770	C5A1K3
593117.TGAM_1966	C5A249
593117.TGAM_1342	C5A6I2
593117.TGAM_1343	C5A6I3
593117.TGAM_1967	C5A250
593117.TGAM_2051	C5A2D4
593117.TGAM_1968	C5A251
593117.TGAM_1344	C5A6I4
593117.TGAM_2052	C5A2D5
593117.TGAM_1969	C5A252
593117.TGAM_1346	C5A6I6
593117.TGAM_2054	C5A2D7
593117.TGAM_2055	C5A2D8
593117.TGAM_2056	C5A2D9
593117.TGAM_1550	C5A740
593117.TGAM_1711	C5A7K1
593117.TGAM_0859	C5A549
593117.TGAM_1710	C5A7K0
593117.TGAM_0856	C5A546
593117.TGAM_0855	C5A545
593117.TGAM_2019	C5A2A2
593117.TGAM_0851	C5A541
593117.TGAM_1341	C5A6I1
593117.TGAM_0854	C5A544
593117.TGAM_2018	C5A2A1
593117.TGAM_0853	C5A543
593117.TGAM_1718	C5A7K8
593117.TGAM_0089	C5A2T9
593117.TGAM_2015	C5A298
593117.TGAM_1716	C5A7K6
593117.TGAM_2016	C5A299
593117.TGAM_1713	C5A7K3
593117.TGAM_1714	C5A7K4
593117.TGAM_2014	C5A297
593117.TGAM_2023	C5A2A6
593117.TGAM_0096	C5A2U6
593117.TGAM_1337	C5A6H7
593117.TGAM_2022	C5A2A5
593117.TGAM_0097	C5A2U7
593117.TGAM_1336	C5A6H6
593117.TGAM_1335	C5A6H5
593117.TGAM_0098	C5A2U8
593117.TGAM_2020	C5A2A3
593117.TGAM_0091	C5A2U1
593117.TGAM_1333	C5A6H3
593117.TGAM_1332	C5A6H2
593117.TGAM_1999	C5A282
593117.TGAM_1331	C5A6H1
593117.TGAM_1998	C5A281
593117.TGAM_1997	C5A280
593117.TGAM_1996	C5A279
593117.TGAM_1995	C5A278
593117.TGAM_1993	C5A276
593117.TGAM_1992	C5A275
593117.TGAM_1991	C5A274
593117.TGAM_1700	C5A7J0
593117.TGAM_1701	C5A7J1
593117.TGAM_1990	C5A273
593117.TGAM_0868	C5A558
593117.TGAM_0866	C5A556
593117.TGAM_1706	C5A7J6
593117.TGAM_0865	C5A555
593117.TGAM_0864	C5A554
593117.TGAM_1707	C5A7J7
593117.TGAM_1330	C5A6H0
593117.TGAM_0862	C5A552
593117.TGAM_1709	C5A7J9
593117.TGAM_2024	C5A2A7
593117.TGAM_0861	C5A551
593117.TGAM_1703	C5A7J3
593117.TGAM_2025	C5A2A8
593117.TGAM_0860	C5A550
593117.TGAM_2026	C5A2A9
593117.TGAM_1705	C5A7J5
593117.TGAM_0077	C5A2S7
593117.TGAM_2027	C5A2B0
593117.TGAM_1325	C5A6G5
593117.TGAM_2032	C5A2B5
593117.TGAM_2031	C5A2B4
593117.TGAM_0087	C5A2T7
593117.TGAM_1327	C5A6G7
593117.TGAM_2034	C5A2B7
593117.TGAM_2033	C5A2B6
593117.TGAM_0085	C5A2T5
593117.TGAM_1321	C5A6G1
593117.TGAM_0082	C5A2T2
593117.TGAM_1989	C5A272
593117.TGAM_1988	C5A271
593117.TGAM_1320	C5A6G0
593117.TGAM_0080	C5A2T0
593117.TGAM_1323	C5A6G3
593117.TGAM_2030	C5A2B3
593117.TGAM_1322	C5A6G2
593117.TGAM_1985	C5A268
593117.TGAM_1984	C5A267
593117.TGAM_1987	C5A270
593117.TGAM_1986	C5A269
593117.TGAM_1329	C5A6G9
593117.TGAM_1981	C5A264
593117.TGAM_1980	C5A263
593117.TGAM_1983	C5A266
593117.TGAM_1982	C5A265
593117.TGAM_0878	C5A568
593117.TGAM_1193	C5A633
593117.TGAM_1730	C5A1G3
593117.TGAM_0877	C5A567
593117.TGAM_1194	C5A634
593117.TGAM_2079	C5A2G2
593117.TGAM_0879	C5A569
593117.TGAM_1192	C5A632
593117.TGAM_1197	C5A637
593117.TGAM_1733	C5A1G6
593117.TGAM_1734	C5A1G7
593117.TGAM_1198	C5A638
593117.TGAM_1731	C5A1G4
593117.TGAM_0601	C5A4E1
593117.TGAM_1195	C5A635
593117.TGAM_0600	C5A4E0
593117.TGAM_1196	C5A636
593117.TGAM_1732	C5A1G5
593117.TGAM_0067	C5A2R7
593117.TGAM_0870	C5A560
593117.TGAM_1737	C5A1H0
593117.TGAM_0603	C5A4E3
593117.TGAM_1597	C5A787
593117.TGAM_1738	C5A1H1
593117.TGAM_1598	C5A788
593117.TGAM_0066	C5A2R6
593117.TGAM_0605	C5A4E5
593117.TGAM_0069	C5A2R9
593117.TGAM_1735	C5A1G8
593117.TGAM_1595	C5A785
593117.TGAM_1596	C5A786
593117.TGAM_0604	C5A4E4
593117.TGAM_0068	C5A2R8
593117.TGAM_1736	C5A1G9
593117.TGAM_0607	C5A4E7
593117.TGAM_0874	C5A564
593117.TGAM_0873	C5A563
593117.TGAM_0606	C5A4E6
593117.TGAM_0609	C5A4E9
593117.TGAM_0876	C5A566
593117.TGAM_0875	C5A565
593117.TGAM_0608	C5A4E8
593117.TGAM_1312	C5A6F2
593117.TGAM_1311	C5A6F1
593117.TGAM_0070	C5A2S0
593117.TGAM_1310	C5A6F0
593117.TGAM_0072	C5A2S2
593117.TGAM_2001	C5A284
593117.TGAM_0073	C5A2S3
593117.TGAM_1315	C5A6F5
593117.TGAM_2000	C5A283
593117.TGAM_1314	C5A6F4
593117.TGAM_0075	C5A2S5
593117.TGAM_1313	C5A6F3
593117.TGAM_1319	C5A6F9
593117.TGAM_2082	C5A2G5
593117.TGAM_1318	C5A6F8
593117.TGAM_1188	C5A628
593117.TGAM_1317	C5A6F7
593117.TGAM_2088	C5A2H1
593117.TGAM_2089	C5A2H2
593117.TGAM_2086	C5A2G9
593117.TGAM_2087	C5A2H0
593117.TGAM_1720	C5A7L0
593117.TGAM_1721	C5A7L1
593117.TGAM_1722	C5A7L2
593117.TGAM_1584	C5A774
593117.TGAM_2002	C5A285
593117.TGAM_1725	C5A7L5
593117.TGAM_2003	C5A286
593117.TGAM_1586	C5A776
593117.TGAM_1726	C5A7L6
593117.TGAM_2005	C5A288
593117.TGAM_0055	C5A2Q5
593117.TGAM_2006	C5A289
593117.TGAM_1728	C5A7L8
593117.TGAM_1588	C5A778
593117.TGAM_1729	C5A1G2
593117.TGAM_1589	C5A779
593117.TGAM_0060	C5A2R0
593117.TGAM_1301	C5A6E1
593117.TGAM_1592	C5A782
593117.TGAM_1303	C5A6E3
593117.TGAM_2010	C5A293
593117.TGAM_0064	C5A2R4
593117.TGAM_0065	C5A2R5
593117.TGAM_1302	C5A6E2
593117.TGAM_2012	C5A295
593117.TGAM_1305	C5A6E5
593117.TGAM_2091	C5A2H4
593117.TGAM_2011	C5A294
593117.TGAM_1199	C5A639
593117.TGAM_2095	C5A2H8
593117.TGAM_1308	C5A6E8
593117.TGAM_2099	C5A2I2
593117.TGAM_1693	C5A7I3
593117.TGAM_1689	C5A7H9
593117.TGAM_1688	C5A7H8
593117.TGAM_1685	C5A7H5
593117.TGAM_1683	C5A7H3
593117.TGAM_1684	C5A7H4
593117.TGAM_1698	C5A7I8
593117.TGAM_1699	C5A7I9
593117.TGAM_1695	C5A7I5
593117.TGAM_1696	C5A7I6
593117.TGAM_1697	C5A7I7
593117.TGAM_1671	C5A7G1
593117.TGAM_1670	C5A7G0
593117.TGAM_1669	C5A7F9
593117.TGAM_1403	C5A6P3
593117.TGAM_1404	C5A6P4
593117.TGAM_1401	C5A6P1
593117.TGAM_1402	C5A6P2
593117.TGAM_1407	C5A6P7
593117.TGAM_1664	C5A7F3
593117.TGAM_1661	C5A7F1
593117.TGAM_1406	C5A6P6
593117.TGAM_1662	C5A7F2
593117.TGAM_1667	C5A7F7
593117.TGAM_1668	C5A7F8
593117.TGAM_1666	C5A7F6
593117.TGAM_1680	C5A7H0
593117.TGAM_1682	C5A7H2
593117.TGAM_1410	C5A6Q0
593117.TGAM_1411	C5A6Q1
593117.TGAM_1412	C5A6Q2
593117.TGAM_1414	C5A6Q4
593117.TGAM_1415	C5A6Q5
593117.TGAM_1672	C5A7G2
593117.TGAM_1416	C5A6Q6
593117.TGAM_1418	C5A6Q8
593117.TGAM_1419	C5A6Q9
593117.TGAM_1675	C5A7G5
593117.TGAM_1677	C5A7G7
593117.TGAM_1678	C5A7G8
593117.TGAM_1679	C5A7G9
593117.TGAM_0598	C5A4D8
593117.TGAM_0599	C5A4D9
593117.TGAM_0597	C5A4D7
593117.TGAM_0594	C5A4D4
593117.TGAM_0595	C5A4D5
593117.TGAM_0399	C5A3T9
593117.TGAM_0572	C5A4B2
593117.TGAM_0573	C5A4B3
593117.TGAM_0578	C5A4B8
593117.TGAM_0579	C5A4B9
593117.TGAM_0577	C5A4B7
593117.TGAM_0581	C5A4C1
593117.TGAM_0378	C5A3R8
593117.TGAM_0583	C5A4C3
593117.TGAM_0390	C5A3T0
593117.TGAM_0585	C5A4C5
593117.TGAM_0586	C5A4C6
593117.TGAM_0587	C5A4C7
593117.TGAM_0588	C5A4C8
593117.TGAM_0395	C5A3T5
593117.TGAM_0386	C5A3S6
593117.TGAM_0385	C5A3S5
593117.TGAM_0388	C5A3S8
593117.TGAM_0591	C5A4D1
593117.TGAM_0361	C5A3Q1
593117.TGAM_0360	C5A3Q0
593117.TGAM_0356	C5A3P6
593117.TGAM_0354	C5A3P4
593117.TGAM_0353	C5A3P3
593117.TGAM_0371	C5A3R1
593117.TGAM_0373	C5A3R3
593117.TGAM_0372	C5A3R2
593117.TGAM_0363	C5A3Q3
593117.TGAM_0364	C5A3Q4
593117.TGAM_0365	C5A3Q5
593117.TGAM_0332	C5A3M2
593117.TGAM_0333	C5A3M3
593117.TGAM_0330	C5A3M0
593117.TGAM_0331	C5A3M1
593117.TGAM_0334	C5A3M4
593117.TGAM_0335	C5A3M5
593117.TGAM_0338	C5A3M8
593117.TGAM_0339	C5A3M9
593117.TGAM_0350	C5A3P0
593117.TGAM_0341	C5A3N1
593117.TGAM_0344	C5A3N4
593117.TGAM_0345	C5A3N5
593117.TGAM_0346	C5A3N6
593117.TGAM_0347	C5A3N7
593117.TGAM_0349	C5A3N9
593117.TGAM_0102	C5A2V2
593117.TGAM_0329	C5A3L9
593117.TGAM_0328	C5A3L8
593117.TGAM_0327	C5A3L7
593117.TGAM_0106	C5A2V6
593117.TGAM_0105	C5A2V5
593117.TGAM_0104	C5A2V4
593117.TGAM_0103	C5A2V3
593117.TGAM_0322	C5A3L2
