From	To
83332.Rv0493c	Q11158
83332.Rv0494	P67739
83332.Rv0495c	P64713
83332.Rv0496	P65786
83332.Rv0497	P64715
83332.Rv0498	P64717
83332.Rv0499	P64719
83332.Rv0500	Q11141
83332.Rv0501	P0A5D1
83332.Rv0502	P64723
83332.Rv0503c	P0A5P0
83332.Rv0504c	P64725
83332.Rv0505c	P66801
83332.Rv0506	P65376
83332.Rv0507	Q11171
83332.Rv0508	P64727
83332.Rv0509	P64328
83332.Rv0510	P64336
83332.Rv0511	Q6MX34
83332.Rv0512	O33357
83332.Rv0513	O33358
83332.Rv0514	O33359
83332.Rv0515	O33360
83332.Rv0516c	O33361
83332.Rv0517	O33362
83332.Rv0518	O33363
83332.Rv0519c	O33364
83332.Rv0523c	O06389
83332.Rv0524	P63506
83332.Rv0525	O06391
83332.Rv0526	O06392
83332.Rv0528	O06394
83332.Rv0529	O06393
83332.Rv0530	O06396
83332.Rv0531	O06397
83332.Rv0533c	P0A574
83332.Rv0534c	P65650
83332.Rv0535	O06401
83332.Rv0536	Q7D9P4
83332.Rv0537c	O06403
83332.Rv0538	O06404
83332.Rv0539	P0A597
83332.Rv0540	O06406
83332.Rv0541c	O06407
83332.Rv0542c	O06408
83332.Rv0543c	O06409
83332.Rv0544c	O06410
83332.Rv0545c	O06411
83332.Rv0546c	O06412
83332.Rv0547c	O06413
83332.Rv0548c	O06414
83332.Rv0549c	O06415
83332.Rv0550c	O06416
83332.Rv0551c	O06417
83332.Rv0552	O06418
83332.Rv0553	P65425
83332.Rv0554	O06420
83332.Rv0555	O06421
83332.Rv0556	O06422
83332.Rv0557	O06423
83332.Rv0558	P0A638
83332.Rv0559c	O06425
83332.Rv0560c	O06426
83332.Rv0561c	O06427
83332.Rv0562	O06428
83332.Rv0563	P65815
83332.Rv0564c	P64188
83332.Rv0565c	O53762
83332.Rv0566c	P67380
83332.Rv0567	O53764
83332.Rv0568	P63715
83332.Rv0569	O53766
83332.Rv0570	O53767
83332.Rv0571c	O53768
83332.Rv0572c	O53769
83332.Rv0573c	O53770
83332.Rv0574c	O53771
83332.Rv0575c	O53772
83332.Rv0576	O53773
83332.Rv0577	P0A5N8
83332.Rv0578c	Q6MX28
83332.Rv0579	O53776
83332.Rv0580c	O53777
83332.Rv0581	O53778
83332.Rv0582	O53779
83332.Rv0583c	O53780
83332.Rv0585c	O53781
83332.Rv0586	P67741
83332.Rv0587	O07791
83332.Rv0588	O07790
83332.Rv0589	Q79FY7
83332.Rv0592	O07786
83332.Rv0593	O07785
83332.Rv0595c	O07783
83332.Rv0596c	O07782
83332.Rv0597c	O07781
83332.Rv0598c	O07780
83332.Rv0599c	O07779
83332.Rv0601c	O07777
83332.Rv0602c	O07776
83332.Rv0603	O07775
83332.Rv0604	O07774
83332.Rv0605	O07773
83332.Rv0608	O07770
83332.Rv0609	P67238
83332.Rv0610c	O07767
83332.Rv0613c	O07764
83332.Rv0617	O07760
83332.Rv0618	Q79FY4
83332.Rv0619	Q79FY3
83332.Rv0620	P96910
83332.Rv0623	P96913
83332.Rv0624	P67240
83332.Rv0625c	P67115
83332.Rv0626	P96916
83332.Rv0627	P96917
83332.Rv0628c	P64729
83332.Rv0629c	P96919
83332.Rv0630c	P96920
83332.Rv0631c	P96921
83332.Rv0632c	P96907
83332.Rv0633c	P96923
83332.Rv0634A	Q8VKH3
83332.Rv0634B	P0A5W2
83332.Rv0634c	P96924
83332.Rv0635	P96926
83332.Rv0636	P96927
83332.Rv0637	P96928
83332.Rv0638	P0A5Z0
83332.Rv0639	P65589
83332.Rv0640	P66056
83332.Rv0641	P96932
83332.Rv0642c	Q79FX8
83332.Rv0644c	Q79FX6
83332.Rv0645c	P0C5C3
83332.Rv0646c	P96935
83332.Rv0647c	P96936
83332.Rv0650	P96939
83332.Rv0651	P66044
83332.Rv0652	P0A5V2
83332.Rv0653c	P96941
83332.Rv0654	O06785
83332.Rv0655	P63357
83332.Rv0657c	O06782
83332.Rv0659c	O06780
83332.Rv0660c	O06779
83332.Rv0663	O06776
83332.Rv0668	P0A674
83332.Rv0669c	O06769
83332.Rv0670	P63535
83332.Rv0671	O86367
83332.Rv0672	O86368
83332.Rv0673	O86369
83332.Rv0674	O53782
83332.Rv0675	Q7D9G0
83332.Rv0676c	O53784
83332.Rv0677c	P65380
83332.Rv0678	O53786
83332.Rv0679c	O53787
83332.Rv0681	O53789
83332.Rv0682	P41196
83332.Rv0683	P41194
83332.Rv0684	P0A556
83332.Rv0685	P0A558
83332.Rv0686	P95032
83332.Rv0687	P95033
83332.Rv0688	P95034
83332.Rv0690c	P95036
83332.Rv0691c	P95037
83332.Rv0692	P95038
83332.Rv0693	P95039
83332.Rv0694	P95040
83332.Rv0695	P95041
83332.Rv0696	P95042
83332.Rv0697	P95043
83332.Rv0700	P0A5X0
83332.Rv0701	P60442
83332.Rv0702	P60729
83332.Rv0703	P95051
83332.Rv0704	P95052
83332.Rv0705	P0A5X4
83332.Rv0706	P61181
83332.Rv0707	P0A5X6
83332.Rv0708	P95056
83332.Rv0709	P95057
83332.Rv0710	P95058
83332.Rv0711	P95059
83332.Rv0712	P95060
83332.Rv0713	P95061
83332.Rv0714	P66069
83332.Rv0715	P60627
83332.Rv0716	P62403
83332.Rv0717	P0A5X2
83332.Rv0718	P66625
83332.Rv0719	P66311
83332.Rv0720	P66076
83332.Rv0721	P66574
83332.Rv0722	P66181
83332.Rv0723	P95071
83332.Rv0724	P95072
83332.Rv0725c	P95073
83332.Rv0726c	P95074
83332.Rv0727c	P95075
83332.Rv0728c	O86322
83332.Rv0729	O53793
83332.Rv0730	Q7D9D7
83332.Rv0731c	Q7D9D6
83332.Rv0732	P0A5Z2
83332.Rv0733	P69440
83332.Rv0734	Q7D9D5
83332.Rv0735	Q7D9D4
83332.Rv0736	Q7D9D3
83332.Rv0737	Q7D9D2
83332.Rv0738	O53801
83332.Rv0740	O53803
83332.Rv0743c	O53806
83332.Rv0744c	O53807
83332.Rv0748	O53811
83332.Rv0749	O53812
83332.Rv0750	O53813
83332.Rv0751c	P63935
83332.Rv0752c	O53815
83332.Rv0753c	O53816
83332.Rv0755A	Q79FW3
83332.Rv0756c	P71813
83332.Rv0757	P71814
83332.Rv0758	P71815
83332.Rv0759c	P0A5B5
83332.Rv0760c	P71817
83332.Rv0761c	P71818
83332.Rv0762c	P71819
83332.Rv0763c	P71820
83332.Rv0764c	P0A512
83332.Rv0765c	P71821
83332.Rv0766c	P63707
83332.Rv0767c	P67432
83332.Rv0768	P71823
83332.Rv0769	P71824
83332.Rv0770	P71825
83332.Rv0771	P71826
83332.Rv0772	P65893
83332.Rv0773c	P71828
83332.Rv0774c	P71829
83332.Rv0775	P71830
83332.Rv0776c	P71831
83332.Rv0777	P71832
83332.Rv0778	P63711
83332.Rv0779c	P71833
83332.Rv0780	P0A5T4
83332.Rv0781	P71835
83332.Rv0782	P71834
83332.Rv0784	P71837
83332.Rv0785	P71838
83332.Rv0786c	P71839
83332.Rv0787	P71840
83332.Rv0787A	Q8VKE0
83332.Rv0788	P65902
83332.Rv0789c	P71842
83332.Rv0790c	P71843
83332.Rv0791c	P71844
83332.Rv0792c	O86331
83332.Rv0794c	Q79FW1
83332.Rv0798c	O07181
83332.Rv0799c	O07180
83332.Rv0800	O06634
83332.Rv0801	O06633
83332.Rv0802c	O06632
83332.Rv0803	P0A5T8
83332.Rv0804	O06630
83332.Rv0805	O06629
83332.Rv0806c	O06628
83332.Rv0807	O06627
83332.Rv0808	P65829
83332.Rv0809	O53823
83332.Rv0810c	O53824
83332.Rv0811c	O53825
83332.Rv0812	Q79FW0
83332.Rv0813c	O53827
83332.Rv0817c	O53829
83332.Rv0818	O53830
83332.Rv0819	O53831
83332.Rv0820	O53832
83332.Rv0821c	P65720
83332.Rv0822c	O53834
83332.Rv0823c	O53835
83332.Rv0824c	Q50824
83332.Rv0825c	O53836
83332.Rv0827c	O53838
83332.Rv0830	O53841
83332.Rv0831c	O53842
83332.Rv0835	O53846
83332.Rv0837c	O53849
83332.Rv0838	O53850
83332.Rv0839	O53851
83332.Rv0840c	O53852
83332.Rv0844c	O53856
83332.Rv0845	O53857
83332.Rv0846c	O53858
83332.Rv0848	Q79FV4
83332.Rv0849	O53861
83332.Rv0852	O53864
83332.Rv0853c	O53865
83332.Rv0854	O53866
83332.Rv0855	O53867
83332.Rv0856	O53868
83332.Rv0857	O53869
83332.Rv0858c	O53870
83332.Rv0859	O53871
83332.Rv0860	O53872
83332.Rv0861c	O53873
83332.Rv0862c	O53874
83332.Rv0863	O53875
83332.Rv0864	P0A5K6
83332.Rv0865	O53877
83332.Rv0866	O53878
83332.Rv0867c	O53879
83332.Rv0868c	O53880
83332.Rv0869c	P65384
83332.Rv0870c	O53882
83332.Rv0871	O53883
83332.Rv0873	P63429
83332.Rv0874c	P0A5D3
83332.Rv0875c	P64731
83332.Rv0876c	Q10564
83332.Rv0877	P64733
83332.Rv0878c	Q10540
83332.Rv0880	P67745
83332.Rv0881	Q10543
83332.Rv0883c	P64739
83332.Rv0884c	P63514
83332.Rv0885	P0A5D5
83332.Rv0886	P65528
83332.Rv0887c	P64741
83332.Rv0888	P64743
83332.Rv0889c	P63777
83332.Rv0890c	Q10550
83332.Rv0891c	Q10551
83332.Rv0892	P64745
83332.Rv0893c	P64747
83332.Rv0896	Q10530
83332.Rv0897c	P64751
83332.Rv0898c	P64753
83332.Rv0899	P65593
83332.Rv0900	P64755
83332.Rv0901	P64757
83332.Rv0902c	P0A5Z8
83332.Rv0903c	P0A5Z6
83332.Rv0904c	P63405
83332.Rv0905	P64014
83332.Rv0906	P64759
83332.Rv0907	O05900
83332.Rv0908	P0A504
83332.Rv0909	O05901
83332.Rv0910	O05902
83332.Rv0911	O05903
83332.Rv0913c	O05905
83332.Rv0914c	O05906
83332.Rv0918	O05910
83332.Rv0919	O05911
83332.Rv0920c	O05912
83332.Rv0921	O05913
83332.Rv0923c	O05915
83332.Rv0924c	O05916
83332.Rv0925c	O05917
83332.Rv0926c	O05918
83332.Rv0927c	O05919
83332.Rv0928	P0A5Y2
83332.Rv0929	P0A630
83332.Rv0931c	O05871
83332.Rv0932c	O05870
83332.Rv0933	P95302
83332.Rv0934	P15712
83332.Rv0935	P0A628
83332.Rv0936	P0A626
83332.Rv0937c	O05866
83332.Rv0938	P71571
83332.Rv0939	O86346
83332.Rv0940c	P64761
83332.Rv0941c	P71568
83332.Rv0945	P71564
83332.Rv0946c	P64192
83332.Rv0948c	P64767
83332.Rv0949	P0A5A3
83332.Rv0950c	P71560
83332.Rv0951	P71559
83332.Rv0952	P71558
83332.Rv0953c	P64769
83332.Rv0954	P65637
83332.Rv0955	P64771
83332.Rv0956	P71554
83332.Rv0957	P67541
83332.Rv0958	P71552
83332.Rv0959	P0A5D7
83332.Rv0960	P64773
83332.Rv0966c	P71544
83332.Rv0967	P71543
83332.Rv0968	P64779
83332.Rv0969	P77894
83332.Rv0971c	P71540
83332.Rv0972c	P71539
83332.Rv0973c	P71538
83332.Rv0974c	O86318
83332.Rv0975c	O86319
83332.Rv0976c	O86320
83332.Rv0979A	P0A5V8
83332.Rv0981	O53894
83332.Rv0982	O53895
83332.Rv0983	O53896
83332.Rv0984	O53897
83332.Rv0985c	P0A5K8
83332.Rv0986	O53899
83332.Rv0987	O53900
83332.Rv0988	O86370
83332.Rv0989c	O05572
83332.Rv0990c	O05573
83332.Rv0991c	O05574
83332.Rv0992c	O05575
83332.Rv0993	O05576
83332.Rv0994	O05577
83332.Rv0995	O05578
83332.Rv0998	O05581
83332.Rv0999	O05582
83332.Rv1000c	Q8VK98
83332.Rv1001	P63551
83332.Rv1002c	O05586
83332.Rv1003	P0A640
83332.Rv1004c	O05589
83332.Rv1005c	O05591
83332.Rv1006	O05592
83332.Rv1007c	O05593
83332.Rv1008	O08343
83332.Rv1009	O05594
83332.Rv1010	P66660
83332.Rv1011	P65178
83332.Rv1013	O05598
83332.Rv1014c	P65865
83332.Rv1015c	P66121
83332.Rv1016c	P96384
83332.Rv1017c	P65232
83332.Rv1018c	P96382
83332.Rv1019	P96381
83332.Rv1020	P64326
83332.Rv1021	P96379
83332.Rv1022	P96378
83332.Rv1023	P96377
83332.Rv1024	P96376
83332.Rv1025	P96375
83332.Rv1026	P96374
83332.Rv1027c	P96373
83332.Rv1028c	P96372
83332.Rv1029	P65209
83332.Rv1031	P65211
83332.Rv1032c	P96368
83332.Rv1033c	Q50806
83332.Rv1038c	P96363
83332.Rv1043c	P96358
83332.Rv1044	P96357
83332.Rv1045	P96356
83332.Rv1048c	P96353
83332.Rv1050	O53398
83332.Rv1056	O53404
83332.Rv1057	O53405
83332.Rv1058	O53406
83332.Rv1059	O53407
83332.Rv1060	O53408
83332.Rv1061	O53409
83332.Rv1062	O53410
83332.Rv1063c	P67098
83332.Rv1065	O53413
83332.Rv1069c	O53417
83332.Rv1070c	P64016
83332.Rv1071c	O53419
83332.Rv1072	O53420
83332.Rv1074c	O53422
83332.Rv1075c	O53423
83332.Rv1076	O53424
83332.Rv1077	Q7D8W0
83332.Rv1078	O53426
83332.Rv1079	P66875
83332.Rv1080c	P64279
83332.Rv1081c	O53429
83332.Rv1082	O53430
83332.Rv1083	O53431
83332.Rv1084	O53432
83332.Rv1085c	P67157
83332.Rv1086	O53434
83332.Rv1088	Q79FS8
83332.Rv1092c	P63810
83332.Rv1093	O53441
83332.Rv1094	O53442
83332.Rv1095	O53443
83332.Rv1096	O53444
83332.Rv1097c	O53445
83332.Rv1098c	O53446
83332.Rv1099c	O53447
83332.Rv1100	O53448
83332.Rv1101c	O53449
83332.Rv1102c	O53450
83332.Rv1103c	O53451
83332.Rv1106c	O53454
83332.Rv1107c	P67456
83332.Rv1108c	P67447
83332.Rv1109c	O53457
83332.Rv1110	P0A5I0
83332.Rv1111c	O86351
83332.Rv1112	O53459
83332.Rv1113	O06565
83332.Rv1114	O06566
83332.Rv1116	O06568
83332.Rv1117	O06569
83332.Rv1118c	O06570
83332.Rv1121	P0A586
83332.Rv1122	O06574
83332.Rv1123c	O06575
83332.Rv1124	O06576
83332.Rv1125	O06577
83332.Rv1126c	O06578
83332.Rv1127c	O06579
83332.Rv1128c	O06580
83332.Rv1129c	O06581
83332.Rv1130	O06582
83332.Rv1131	O08395
83332.Rv1132	O06583
83332.Rv1133c	P65340
83332.Rv1135c	Q79FS0
83332.Rv1138c	O06538
83332.Rv1140	O06540
83332.Rv1141c	O06541
83332.Rv1142c	O06542
83332.Rv1143	O06543
83332.Rv1144	O06544
83332.Rv1147	O06547
83332.Rv1148c	P0A5D9
83332.Rv1151c	P66813
83332.Rv1152	O06550
83332.Rv1153c	O06551
83332.Rv1154c	O06552
83332.Rv1155	O06553
83332.Rv1156	O06554
83332.Rv1157c	O06555
83332.Rv1159	O06557
83332.Rv1159A	P0A5S2
83332.Rv1160	O06558
83332.Rv1161	O06559
83332.Rv1162	O06560
83332.Rv1163	O06561
83332.Rv1164	O06562
83332.Rv1165	O06563
83332.Rv1166	O50422
83332.Rv1167c	O50423
83332.Rv1168c	Q7D8Q2
83332.Rv1169c	Q79FR5
83332.Rv1170	O50426
83332.Rv1172c	Q7D8P8
83332.Rv1173	O50429
83332.Rv1174c	O50430
83332.Rv1175c	O50431
83332.Rv1176c	O50432
83332.Rv1177	O50433
83332.Rv1178	O50434
83332.Rv1179c	O50435
83332.Rv1182	O50438
83332.Rv1183	P65372
83332.Rv1184c	O50440
83332.Rv1185c	P63523
83332.Rv1186c	O50442
83332.Rv1187	O50443
83332.Rv1188	O50444
83332.Rv1189	O50445
83332.Rv1190	O86348
83332.Rv1191	O05293
83332.Rv1192	O05294
83332.Rv1193	O05295
83332.Rv1194c	O05296
83332.Rv1195	Q79FR3
83332.Rv1196	Q7D8M9
83332.Rv1197	O05299
83332.Rv1198	O05300
83332.Rv1201c	O05302
83332.Rv1202	Q7D8M5
83332.Rv1204c	O05305
83332.Rv1205	O05306
83332.Rv1206	O05307
83332.Rv1207	P64139
83332.Rv1208	O05309
83332.Rv1209	O05310
83332.Rv1210	O05311
83332.Rv1211	O05312
83332.Rv1212c	O05313
83332.Rv1213	P64241
83332.Rv1215c	O05316
83332.Rv1216c	O05317
83332.Rv1217c	O05318
83332.Rv1218c	O86311
83332.Rv1219c	O86312
83332.Rv1220c	O33219
83332.Rv1221	O06289
83332.Rv1222	Q79FQ8
83332.Rv1223	O06291
83332.Rv1224	O33220
83332.Rv1225c	O33221
83332.Rv1226c	O33222
83332.Rv1227c	O33223
83332.Rv1228	O33224
83332.Rv1229c	P65441
83332.Rv1230c	O86313
83332.Rv1231c	O86314
83332.Rv1232c	O86315
83332.Rv1234	O50451
83332.Rv1235	Q7D8J9
83332.Rv1236	O50452
