From	To
160490.SPy_0506	P68896
160490.SPy_0514	Q9A118
160490.SPy_0517	Q9A115
160490.SPy_0518	Q9A114
160490.SPy_0531	P66670
160490.SPy_0534	Q9A102
160490.SPy_0538	P66768
160490.SPy_0542	Q9A0Z5
160490.SPy_0552	Q9A0Y7
160490.SPy_0560	Q9A0Y1
160490.SPy_0571	Q9A0X5
160490.SPy_0572	Q9A0X4
160490.SPy_0577	Q9A0W9
160490.SPy_0584	P68898
160490.SPy_0595	Q9A0V7
160490.SPy_0600	Q9A0V3
160490.SPy_0608	Q9A0U7
160490.SPy_0611	P69952
160490.SPy_0613	P69887
160490.SPy_0627	A7X0B4
160490.SPy_0645	Q9A0S3
160490.SPy_0646	Q9A0S2
160490.SPy_0649	Q9A0S1
160490.SPy_0651	P67575
160490.SPy_0652	P67113
160490.SPy_0653	Q9A0R7
160490.SPy_0655	Q9A0R5
160490.SPy_0657	Q9A0R3
160490.SPy_0663	Q9A0Q8
160490.SPy_0664	Q9A0Q7
160490.SPy_0666	Q9A0Q5
160490.SPy_0669	Q9A0Q3
160490.SPy_0671	Q9A0Q1
160490.SPy_0679	Q9A0P6
160490.SPy_0680	Q9A0P5
160490.SPy_0683	Q9A0P2
160490.SPy_0686	Q9A0N9
160490.SPy_0688	Q9A0N8
160490.SPy_0689	Q9A0N7
160490.SPy_0693	Q9A0N4
160490.SPy_0697	Q9A0N0
160490.SPy_0700	Q9A0M8
160490.SPy_0702	Q9A0M6
160490.SPy_0703	Q9A0M5
160490.SPy_0705	Q9A0M4
160490.SPy_0707	Q9A0M3
160490.SPy_0713	Q9A0M0
160490.SPy_0714	Q9A0L9
160490.SPy_0716	Q9A0L7
160490.SPy_0717	P66202
160490.SPy_0724	P66084
160490.SPy_0727	Q9A0L0
160490.SPy_0728	Q9A0K9
160490.SPy_0731	P69949
160490.SPy_0737	Q9A0K5
160490.SPy_0740	O85471
160490.SPy_0751	Q9A0J5
160490.SPy_0756	Q9A0J1
160490.SPy_0757	Q9A0J0
160490.SPy_0758	Q9A0I9
160490.SPy_0759	Q9A0I8
160490.SPy_0760	Q9A0I7
160490.SPy_0761	Q9A0I6
160490.SPy_0763	P65458
160490.SPy_0768	Q9A0I1
160490.SPy_0769	Q9A0I0
160490.SPy_0773	Q9A0H6
160490.SPy_0775	Q9A0H5
160490.SPy_0776	Q9A0H4
160490.SPy_0777	Q9A0H3
160490.SPy_0779	P66526
160490.SPy_0793	Q9A0F9
160490.SPy_0799	Q9A0F4
160490.SPy_0804	P65146
160490.SPy_0805	P66280
160490.SPy_0806	P66114
160490.SPy_0807	Q9A0E7
160490.SPy_0809	P63590
160490.SPy_0810	Q9A0E4
160490.SPy_0811	Q9A0E3
160490.SPy_0816	Q9A0D9
160490.SPy_0819	Q9A0D6
160490.SPy_0822	P66137
160490.SPy_0830	Q9A0D0
160490.SPy_0832	P65620
160490.SPy_0833	P63735
160490.SPy_0835	Q9A0C6
160490.SPy_0836	Q9A0C5
160490.SPy_0837	Q9A0C4
160490.SPy_0840	P66446
160490.SPy_0847	P58183
160490.SPy_0852	P65666
160490.SPy_0865	Q9A0A6
160490.SPy_0879	P65103
160490.SPy_0882	P67051
160490.SPy_0883	Q9A091
160490.SPy_0885	P63793
160490.SPy_0886	Q9A088
160490.SPy_0889	P66697
160490.SPy_0890	P63927
160490.SPy_0898	Q9A079
160490.SPy_0900	Q9A077
160490.SPy_0901	Q9A076
160490.SPy_0903	Q9A074
160490.SPy_0905	Q9A072
160490.SPy_0907	Q9A071
160490.SPy_0909	Q9A069
160490.SPy_0910	Q9L7Q4
160490.SPy_0915	P67332
160490.SPy_0924	P60199
160490.SPy_0927	P63546
160490.SPy_0930	Q9A050
160490.SPy_0931	P67274
160490.SPy_0932	Q9A048
160490.SPy_0936	Q9A045
160490.SPy_0938	Q9A043
160490.SPy_0944	Q9A038
160490.SPy_0946	Q9A036
160490.SPy_0959	Q9A028
160490.SPy_0960	Q9A027
160490.SPy_0962	Q9A025
160490.SPy_0965	Q9A023
160490.SPy_0968	Q9A021
160490.SPy_0970	Q9A020
160490.SPy_0972	Q9A018
160490.SPy_0980	Q9A012
160490.SPy_0981	Q9A011
160490.SPy_0984	Q9A009
160490.SPy_0988	Q9A005
160490.SPy_0994	Q9A000
160490.SPy_0995	Q99ZZ9
160490.SPy_0996	Q99ZZ8
160490.SPy_0997	Q99ZZ7
160490.SPy_0998	Q99ZZ6
160490.SPy_1001	Q99ZZ4
160490.SPy_1002	Q99ZZ3
160490.SPy_1006	Q99ZZ2
160490.SPy_1007	Q99ZZ1
160490.SPy_1013	Q99ZY7
160490.SPy_1019	Q99ZY3
160490.SPy_1028	Q99ZX7
160490.SPy_1032	A7XFU3
160490.SPy_1035	Q99ZX1
160490.SPy_1038	Q99ZW8
160490.SPy_1040	Q99ZW6
160490.SPy_1042	Q99ZW5
160490.SPy_1043	Q99ZW4
160490.SPy_1046	Q99ZW2
160490.SPy_1053	Q99ZV8
160490.SPy_1054	Q99ZV7
160490.SPy_1055	Q99ZV6
160490.SPy_1059	Q99ZV2
160490.SPy_1060	Q99ZV1
160490.SPy_1063	Q99ZU8
160490.SPy_1068	Q99ZU3
160490.SPy_1071	Q99ZU0
160490.SPy_1072	P68900
160490.SPy_1073	P66063
160490.SPy_1082	Q99ZT6
160490.SPy_1085	P0C0E3
160490.SPy_1093	Q99ZT2
160490.SPy_1097	P0C0C2
160490.SPy_1098	P0C0G1
160490.SPy_1099	P0C0G5
160490.SPy_1100	P0C0G3
160490.SPy_1101	Q99ZS9
160490.SPy_1102	Q99ZS8
160490.SPy_1113	Q99ZR9
160490.SPy_1117	Q99ZR6
160490.SPy_1120	P60388
160490.SPy_1123	Q99ZR0
160490.SPy_1126	P65781
160490.SPy_1128	Q99ZQ5
160490.SPy_1134	Q99ZQ2
160490.SPy_1135	Q99ZQ1
160490.SPy_1136	Q99ZQ0
160490.SPy_1139	P67532
160490.SPy_1141	Q99ZP5
160490.SPy_1145	Q99ZP1
160490.SPy_1147	Q99ZN9
160490.SPy_1150	Q99ZN6
160490.SPy_1151	P65259
160490.SPy_1152	Q9L7Q5
160490.SPy_1155	Q99ZN3
160490.SPy_1162	Q99ZM6
160490.SPy_1173	Q99ZL9
160490.SPy_1178	P58159
160490.SPy_1181	Q99ZL2
160490.SPy_1186	Q99ZK9
160490.SPy_1190	P58160
160490.SPy_1191	Q99ZK6
160490.SPy_1200	Q99ZK1
160490.SPy_1201	P67253
160490.SPy_1202	Q99ZJ9
160490.SPy_1204	P64299
160490.SPy_1206	Q99ZJ5
160490.SPy_1212	Q99ZJ0
160490.SPy_1213	Q99ZI9
160490.SPy_1220	Q99ZI2
160490.SPy_1221	Q99ZI1
160490.SPy_1227	Q99ZH5
160490.SPy_1232	Q99ZH2
160490.SPy_1233	Q99ZH1
160490.SPy_1234	P66509
160490.SPy_1240	Q99ZG6
160490.SPy_1241	P63375
160490.SPy_1242	P63378
160490.SPy_1248	P67363
160490.SPy_1251	P65858
160490.SPy_1255	Q99ZF1
160490.SPy_1260	Q99ZE7
160490.SPy_1261	Q99ZE6
160490.SPy_1262	Q99ZE5
160490.SPy_1264	Q99ZE3
160490.SPy_1270	Q99ZE0
160490.SPy_1273	Q99ZD8
160490.SPy_1275	Q99ZD6
160490.SPy_1280	Q99ZD3
160490.SPy_1283	Q99ZD0
160490.SPy_1284	P0C0F3
160490.SPy_1294	Q99ZC0
160490.SPy_1298	Q99ZB6
160490.SPy_1309	Q99ZA9
160490.SPy_1310	P63959
160490.SPy_1312	Q99ZA6
160490.SPy_1315	Q99ZA4
160490.SPy_1333	Q99Z94
160490.SPy_1335	Q99Q48
160490.SPy_1343	Q99Z89
160490.SPy_1346	Q99Z86
160490.SPy_1352	Q99Z83
160490.SPy_1358	Q99Z78
160490.SPy_1359	Q99Z77
160490.SPy_1363	Q99Z74
160490.SPy_1368	P67415
160490.SPy_1369	Q99Z69
160490.SPy_1370	Q99Z68
160490.SPy_1371	Q2HQR3
160490.SPy_1374	Q99Z64
160490.SPy_1386	Q99Z58
160490.SPy_1389	Q99Z57
160490.SPy_1390	P60811
160490.SPy_1400	Q99Z49
160490.SPy_1406	P0C0I1
160490.SPy_1416	P66021
160490.SPy_1419	Q99Z36
160490.SPy_1421	Q99Z34
160490.SPy_1429	Q99Z29
160490.SPy_1432	Q99Z28
160490.SPy_1434	Q99Z27
160490.SPy_1442	Q99Z22
160490.SPy_1444	Q99Z20
160490.SPy_1445	Q99Z19
160490.SPy_1446	Q99Z18
160490.SPy_1452	Q99Z12
160490.SPy_1459	Q99Z06
160490.SPy_1460	Q99Z05
160490.SPy_1463	Q99Z02
160490.SPy_1464	Q99Z01
160490.SPy_1470	Q99Q98
160490.SPy_1474	Q99YZ4
160490.SPy_1475	Q99YZ3
160490.SPy_1477	Q99YZ1
160490.SPy_1486	Q99YY5
160490.SPy_1489	P0C0H3
160490.SPy_1492	Q99YY1
160490.SPy_1493	P67372
160490.SPy_1494	Q99YX9
160490.SPy_1499	P67467
160490.SPy_1500	P67452
160490.SPy_1502	Q99YX2
160490.SPy_1503	Q99YX1
160490.SPy_1509	Q99YW6
160490.SPy_1513	Q99YW3
160490.SPy_1518	Q48XR0
160490.SPy_1525	P0C0D8
160490.SPy_1533	Q99YU5
160490.SPy_1534	Q99YU4
160490.SPy_1542	Q99YT8
160490.SPy_1544	P0C0D0
160490.SPy_1547	P0C0B4
160490.SPy_1549	Q99YT5
160490.SPy_1551	Q99YT4
160490.SPy_1565	Q99YS4
160490.SPy_1567	Q99YS2
160490.SPy_1568	Q99YS1
160490.SPy_1574	Q99YR6
160490.SPy_1577	Q99YR3
160490.SPy_1584	P63597
160490.SPy_1588	Q99YQ6
160490.SPy_1592	Q99YQ3
160490.SPy_1595	Q99YQ1
160490.SPy_1606	Q99YP3
160490.SPy_1607	Q99YP2
160490.SPy_1627	Q99YM8
160490.SPy_1628	Q99YM7
160490.SPy_1630	P68840
160490.SPy_1632	Q99YM5
160490.SPy_1633	P67284
160490.SPy_1634	Q99YM3
160490.SPy_1642	P0C0C8
160490.SPy_1643	Q99YL6
160490.SPy_1646	Q99YL4
160490.SPy_1647	Q99YL3
160490.SPy_1652	Q99YK9
160490.SPy_1654	Q99YK7
160490.SPy_1657	Q99YK5
160490.SPy_1662	Q99YK2
160490.SPy_1666	P65431
160490.SPy_1670	Q99YJ8
160490.SPy_1672	Q99YJ7
160490.SPy_1673	Q99YJ6
160490.SPy_1676	Q99YJ3
160490.SPy_1678	P66959
160490.SPy_1683	Q99YI8
160490.SPy_1686	Q99YI6
160490.SPy_1687	P60080
160490.SPy_1688	Q99YI4
160490.SPy_1689	Q99YI3
160490.SPy_1693	Q99YI1
160490.SPy_1695	Q99YH9
160490.SPy_1698	Q99YH7
160490.SPy_1704	P63703
160490.SPy_1707	Q99YH2
160490.SPy_1708	Q99YH1
160490.SPy_1709	Q99YH0
160490.SPy_1715	Q99YG5
160490.SPy_1719	P65971
160490.SPy_1721	Q99YG1
160490.SPy_1722	Q99YG0
160490.SPy_1738	Q99YE6
160490.SPy_1742	Q99YE2
160490.SPy_1744	Q99YE0
160490.SPy_1746	P64110
160490.SPy_1749	Q99YD6
160490.SPy_1753	P63443
160490.SPy_1754	Q99YD2
160490.SPy_1755	Q99YD1
160490.SPy_1759	P0C0B6
160490.SPy_1760	P0C0C6
160490.SPy_1761	P68892
160490.SPy_1763	Q99YC7
160490.SPy_1766	Q99YC4
160490.SPy_1770	Q99YC1
160490.SPy_1771	Q99YC0
160490.SPy_1772	P68890
160490.SPy_1777	P0A349
160490.SPy_1780	Q99YB5
160490.SPy_1781	Q99YB4
160490.SPy_1782	Q99YB3
160490.SPy_1784	Q99YB1
160490.SPy_1787	Q99YA9
160490.SPy_1791	Q99YA5
160490.SPy_1798	B0LFQ8
160490.SPy_1802	Q99Y98
160490.SPy_1805	Q99Y96
160490.SPy_1807	Q48W90
160490.SPy_1813	Q99Y92
160490.SPy_1815	Q99Y91
160490.SPy_1818	Q99Y88
160490.SPy_1821	P68773
160490.SPy_1825	Q99Y84
160490.SPy_1829	P66475
160490.SPy_1830	P66852
160490.SPy_1831	P66599
160490.SPy_1833	Q99Y77
160490.SPy_1837	Q99Y73
160490.SPy_1841	P66677
160490.SPy_1846	Q99Y66
160490.SPy_1854	Q99Y61
160490.SPy_1856	Q99Y60
160490.SPy_1858	Q99Y58
160490.SPy_1862	P67268
160490.SPy_1865	Q99Y53
160490.SPy_1867	Q99Y51
160490.SPy_1874	Q99Y44
160490.SPy_1875	Q99Y43
160490.SPy_1881	P68897
160490.SPy_1888	P66157
160490.SPy_1889	P68905
160490.SPy_1894	P65925
160490.SPy_1895	P66719
160490.SPy_1896	P0C0E1
160490.SPy_1898	Q99Y31
160490.SPy_1901	P65850
160490.SPy_1903	Q99Y27
160490.SPy_1914	Q99Y20
160490.SPy_1916	Q99Y18
160490.SPy_1919	P63705
160490.SPy_1921	Q99Y14
160490.SPy_1922	Q99Y13
160490.SPy_1923	Q99Y12
160490.SPy_1931	P66648
160490.SPy_1932	Q99Y07
160490.SPy_1936	P67374
160490.SPy_1941	Q99XZ9
160490.SPy_1946	Q99XZ5
160490.SPy_1955	Q99XZ0
160490.SPy_1958	P68771
160490.SPy_1960	Q99XY5
160490.SPy_1961	P0C0B8
160490.SPy_1962	Q99XY4
160490.SPy_1963	Q99XY3
160490.SPy_1965	Q99XY1
160490.SPy_1971	Q99XX9
160490.SPy_1972	Q99XX8
160490.SPy_1973	Q99XX7
160490.SPy_1981	Q99XX3
160490.SPy_1983	Q7DAL3
160490.SPy_1984	Q99XX2
160490.SPy_1986	Q99XX0
160490.SPy_1988	Q99XW8
160490.SPy_1999	Q99XW0
160490.SPy_2005	Q99XV5
160490.SPy_2007	Q2PJ89
160490.SPy_2009	Q99XV2
160490.SPy_2010	P58099
160490.SPy_2016	Q7DAL1
160490.SPy_2018	Q99XV0
160490.SPy_2025	Q99XU7
160490.SPy_2037	P60812
160490.SPy_2042	Q7DAL0
160490.SPy_2049	Q99XT3
160490.SPy_2066	Q99XS1
160490.SPy_2070	P69883
160490.SPy_2072	P63770
160490.SPy_2077	P0C0F1
160490.SPy_2081	P58080
160490.SPy_2085	Q99XR2
160490.SPy_2089	P58083
160490.SPy_2092	P68901
160490.SPy_2093	Q99XQ7
160490.SPy_2095	Q99XQ6
160490.SPy_2104	Q99XQ1
160490.SPy_2106	Q99XP9
160490.SPy_2110	Q99XP7
160490.SPy_2113	Q99XP4
160490.SPy_2114	P68886
160490.SPy_2116	P0C095
160490.SPy_2117	Q99XP1
160490.SPy_2119	P66751
160490.SPy_2121	Q99XN7
160490.SPy_2122	Q99XN6
160490.SPy_2126	Q99XN4
160490.SPy_2136	Q99XM4
160490.SPy_2144	Q99XM1
160490.SPy_2147	Q99XL9
160490.SPy_2148	Q99XL8
160490.SPy_2150	Q99XL6
160490.SPy_2151	Q99XL5
160490.SPy_2154	Q99XL2
160490.SPy_2156	Q99XL0
160490.SPy_2157	Q99XK9
160490.SPy_2159	Q99XK8
160490.SPy_2160	P66235
160490.SPy_2176	Q99XJ6
160490.SPy_2178	P66567
160490.SPy_2182	Q99XJ1
160490.SPy_2183	P66322
160490.SPy_2185	Q99XI8
160490.SPy_2188	P58075
160490.SPy_2197	O87531
160490.SPy_2198	O87530
160490.SPy_2200	P0C0H1
160490.SPy_2201	P0C0F5
160490.SPy_2202	P0C0I9
160490.SPy_2205	P0C0G9
160490.SPy_2206	P0C0H7
160490.SPy_2207	Q99XH4
160490.SPy_2216	Q309X6
160490.SPy_0009	Q9A204
160490.SPy_0032	Q9A1Y7
160490.SPy_0033	Q9A1Y6
160490.SPy_0045	Q9A1X6
160490.SPy_0121	A7K7A1
160490.SPy_0174	Q9A1N9
160490.SPy_0178	Q9A1N5
160490.SPy_0186	Q9A1M7
160490.SPy_0187	Q9A1M6
160490.SPy_0210	Q9A1L2
160490.SPy_0236	Q9A1K1
160490.SPy_0261	Q9A1I1
160490.SPy_0282	Q9A1G6
160490.SPy_0312	Q9A1E9
160490.SPy_0314	Q9A1E8
160490.SPy_0324	Q9A1E0
160490.SPy_0331	Q9A1D5
160490.SPy_0361	Q9A1B7
160490.SPy_0365	Q9A1B3
160490.SPy_0370	P67307
160490.SPy_0379	Q9A1A3
160490.SPy_0385	Q06A43
160490.SPy_0388	Q9A196
160490.SPy_0440	Q9A166
160490.SPy_0504	Q9A126
160490.SPy_0505	Q9A125
160490.SPy_0550	Q9A0Y8
160490.SPy_0585	P60965
160490.SPy_0590	Q9A0W0
160490.SPy_0591	Q9A0V9
160490.SPy_0609	Q9A0U6
160490.SPy_0629	Q9A0T6
160490.SPy_0654	Q9A0R6
160490.SPy_0726	Q9A0L1
160490.SPy_0739	O85470
160490.SPy_0749	Q9A0J6
160490.SPy_0781	Q9A0G9
160490.SPy_0803	Q9A0F0
160490.SPy_0817	Q9A0D8
160490.SPy_0849	Q9A0B6
160490.SPy_0850	Q9A0B5
160490.SPy_0866	Q9A0A5
160490.SPy_0921	Q9A059
160490.SPy_0978	Q9A014
160490.SPy_1066	Q99ZU5
160490.SPy_1124	Q99ZQ9
160490.SPy_1140	Q99ZP6
160490.SPy_1184	Q99ZL0
160490.SPy_1188	Q99ZK8
160490.SPy_1192	Q99ZK5
160490.SPy_1249	P60381
160490.SPy_1295	Q99ZB9
160490.SPy_1314	Q99ZA5
160490.SPy_1410	Q99Z42
160490.SPy_1414	Q99Z39
160490.SPy_1422	P65994
160490.SPy_1487	Q99YY4
160490.SPy_1495	C6ZKX3
160490.SPy_1506	D0VKF6
160490.SPy_1524	P65483
160490.SPy_1535	Q99YU3
160490.SPy_1537	P63821
160490.SPy_1539	Q99YU0
160490.SPy_1591	Q99YQ4
160490.SPy_1665	Q99YK0
160490.SPy_1691	Q99YI2
160490.SPy_1725	P59819
160490.SPy_1726	P67504
160490.SPy_1811	Q99Y93
160490.SPy_1947	Q99XZ4
160490.SPy_1968	Q99XY0
160490.SPy_1989	Q99XW7
160490.SPy_1992	Q99XW4
160490.SPy_2002	Q2PJ84
160490.SPy_2006	Q2PJ88
160490.SPy_2048	Q99XT4
160490.SPy_2054	Q99XS8
160490.SPy_2125	Q99XN5
160490.SPy_2164	Q99XK4
160490.SPy_2195	P0C0E8
160490.SPy_2196	O87532
160490.SPy_2204	P0C0D1
160490.SPy_2215	Q99XH0
