From	To
10090.ENSMUSP00000007266	Q3U9X2
10090.ENSMUSP00000007708	Q76MZ3
10090.ENSMUSP00000007959	Q4VAE6
10090.ENSMUSP00000007980	Q9CX86
10090.ENSMUSP00000008035	Q3U651
10090.ENSMUSP00000008036	P47955
10090.ENSMUSP00000008537	Q5M9P7
10090.ENSMUSP00000008594	P61971
10090.ENSMUSP00000009790	Q8VC81
10090.ENSMUSP00000010208	Q9DCP2
10090.ENSMUSP00000010241	Q99JX7
10090.ENSMUSP00000010434	Q922M7
10090.ENSMUSP00000010795	Q8R343
10090.ENSMUSP00000011058	Q8BKZ9
10090.ENSMUSP00000012348	P15626
10090.ENSMUSP00000013458	Q9QYY9
10090.ENSMUSP00000014421	Q3U5I3
10090.ENSMUSP00000014578	Q3V1T9
10090.ENSMUSP00000014684	Q9D883
10090.ENSMUSP00000015256	Q9QXX4
10090.ENSMUSP00000015320	Q3U6W2
10090.ENSMUSP00000015481	O08600
10090.ENSMUSP00000015800	Q9QZ38
10090.ENSMUSP00000015858	Q924Z4
10090.ENSMUSP00000015892	Q922U1
10090.ENSMUSP00000016033	P24527
10090.ENSMUSP00000016081	Q8CA90
10090.ENSMUSP00000016087	Q9D8S9
10090.ENSMUSP00000016338	Q3TJI8
10090.ENSMUSP00000016400	Q9WUU7
10090.ENSMUSP00000016771	Q99JJ3
10090.ENSMUSP00000017430	Q9CPV4
10090.ENSMUSP00000017488	P29788
10090.ENSMUSP00000017572	Q8K2N7
10090.ENSMUSP00000017597	Q3UEJ8
10090.ENSMUSP00000017629	Q64511
10090.ENSMUSP00000018337	Q8JZM7
10090.ENSMUSP00000018437	Q3U7V7
10090.ENSMUSP00000018449	Q3TI71
10090.ENSMUSP00000018645	Q3UWZ3
10090.ENSMUSP00000018653	Q9CXS4
10090.ENSMUSP00000018699	P34927
10090.ENSMUSP00000018727	Q3UR88
10090.ENSMUSP00000018744	P50431
10090.ENSMUSP00000018851	O08821
10090.ENSMUSP00000018992	Q9D0I9
10090.ENSMUSP00000019037	P04247
10090.ENSMUSP00000019128	Q60668
10090.ENSMUSP00000019283	Q9JHU9
10090.ENSMUSP00000019382	Q9CY27
10090.ENSMUSP00000019506	Q8R1F0
10090.ENSMUSP00000019517	Q3TEA5
10090.ENSMUSP00000019896	Q9DCX8
10090.ENSMUSP00000019911	Q3TMT1
10090.ENSMUSP00000020022	P70158
10090.ENSMUSP00000020123	Q3TXQ1
10090.ENSMUSP00000020203	Q6NZQ3
10090.ENSMUSP00000020209	Q7TMF3
10090.ENSMUSP00000020238	Q3UAD6
10090.ENSMUSP00000020241	P16331
10090.ENSMUSP00000020262	Q9CXN7
10090.ENSMUSP00000020270	Q5BKP5
10090.ENSMUSP00000020285	P36536
10090.ENSMUSP00000020286	Q8BTY3
10090.ENSMUSP00000020317	Q9CPS7
10090.ENSMUSP00000020329	Q5SVE7
10090.ENSMUSP00000020397	P62320
10090.ENSMUSP00000020403	Q71V27
10090.ENSMUSP00000020637	Q3TXE5
10090.ENSMUSP00000020673	Q3THL7
10090.ENSMUSP00000020681	Q8BHJ9
10090.ENSMUSP00000020768	O70250
10090.ENSMUSP00000020843	Q9ESZ5
10090.ENSMUSP00000020927	Q8C910
10090.ENSMUSP00000021052	Q99JR8
10090.ENSMUSP00000021062	Q3V0Z8
10090.ENSMUSP00000021082	Q9JM14
10090.ENSMUSP00000021217	Q01768
10090.ENSMUSP00000021306	Q3TMY8
10090.ENSMUSP00000021347	Q9Z2G6
10090.ENSMUSP00000021381	Q3TUQ5
10090.ENSMUSP00000021425	Q8BK64
10090.ENSMUSP00000021428	Q9CSN1
10090.ENSMUSP00000021443	Q8BXX7
10090.ENSMUSP00000021458	P15508
10090.ENSMUSP00000021514	Q8R4T7
10090.ENSMUSP00000021630	P70694
10090.ENSMUSP00000021632	Q9JLI0
10090.ENSMUSP00000021634	Q8VC28
10090.ENSMUSP00000021653	Q9QYR7
10090.ENSMUSP00000021698	Q3TKA2
10090.ENSMUSP00000021807	Q7TNV0
10090.ENSMUSP00000021850	Q6PBH0
10090.ENSMUSP00000021948	Q80YC5
10090.ENSMUSP00000021956	Q3UAC4
10090.ENSMUSP00000021958	Q9CZL5
10090.ENSMUSP00000022070	Q8C9W5
10090.ENSMUSP00000022082	Q9D6F8
10090.ENSMUSP00000022148	Q9D2F6
10090.ENSMUSP00000022163	Q64152
10090.ENSMUSP00000022271	Q9QXD1
10090.ENSMUSP00000022281	Q8BTX6
10090.ENSMUSP00000022341	Q4VA29
10090.ENSMUSP00000022419	Q99KR7
10090.ENSMUSP00000022496	Q9CT07
10090.ENSMUSP00000022529	O55021
10090.ENSMUSP00000022616	Q3V245
10090.ENSMUSP00000022734	Q3UKA1
10090.ENSMUSP00000022925	Q3TII2
10090.ENSMUSP00000022946	P52760
10090.ENSMUSP00000022960	Q9CT23
10090.ENSMUSP00000023039	Q3U3N7
10090.ENSMUSP00000023043	P54822
10090.ENSMUSP00000023083	Q91W87
10090.ENSMUSP00000023203	Q566C3
10090.ENSMUSP00000023231	P23591
10090.ENSMUSP00000023433	Q9CZW5
10090.ENSMUSP00000023453	Q9ESP1
10090.ENSMUSP00000023510	Q3TVV7
10090.ENSMUSP00000023519	O09173
10090.ENSMUSP00000023559	Q9R0Z4
10090.ENSMUSP00000023677	Q3TF25
10090.ENSMUSP00000023707	P08228
10090.ENSMUSP00000024042	Q9CYA0
10090.ENSMUSP00000024627	Q9D5K6
10090.ENSMUSP00000024709	Q9JLQ0
10090.ENSMUSP00000024727	Q3UCF2
10090.ENSMUSP00000024739	Q71LX8
10090.ENSMUSP00000024866	Q00519
10090.ENSMUSP00000024879	Q8CBU9
10090.ENSMUSP00000024946	P42125
10090.ENSMUSP00000024988	Q207D2
10090.ENSMUSP00000025065	Q3UGL8
10090.ENSMUSP00000025161	Q3U9A3
10090.ENSMUSP00000025170	Q9Z0H1
10090.ENSMUSP00000025177	Q9CU98
10090.ENSMUSP00000025204	Q9CQF7
10090.ENSMUSP00000025217	P38647
10090.ENSMUSP00000025253	Q5DTJ4
10090.ENSMUSP00000025264	Q8K1G7
10090.ENSMUSP00000025483	Q8BP47
10090.ENSMUSP00000025484	Q91W09
10090.ENSMUSP00000025506	Q8BHS3
10090.ENSMUSP00000025546	Q9D1A2
10090.ENSMUSP00000025549	P56395
10090.ENSMUSP00000025563	P09528
10090.ENSMUSP00000025567	Q9Z0R9
10090.ENSMUSP00000025598	Q9DCY0
10090.ENSMUSP00000025684	Q3TGS1
10090.ENSMUSP00000025696	Q9WTP7
10090.ENSMUSP00000025747	Q8CGB9
10090.ENSMUSP00000025762	O54962
10090.ENSMUSP00000025774	Q3UBH2
10090.ENSMUSP00000025778	Q91W43
10090.ENSMUSP00000025827	Q9Z2L6
10090.ENSMUSP00000025851	Q6NXZ0
10090.ENSMUSP00000025862	O35846
10090.ENSMUSP00000025885	Q9D002
10090.ENSMUSP00000025930	Q3US85
10090.ENSMUSP00000025955	Q3UEK3
10090.ENSMUSP00000025961	P20108
10090.ENSMUSP00000025963	Q8VI84
10090.ENSMUSP00000025969	P56657
10090.ENSMUSP00000026050	O09131
10090.ENSMUSP00000026122	P09103
10090.ENSMUSP00000026126	Q8CIM8
10090.ENSMUSP00000026129	A2ABY3
10090.ENSMUSP00000026196	P05201
10090.ENSMUSP00000026208	Q9JL42
10090.ENSMUSP00000026292	Q7TMY8
10090.ENSMUSP00000026328	O08807
10090.ENSMUSP00000026425	Q05BN2
10090.ENSMUSP00000026462	Q9R092
10090.ENSMUSP00000026470	Q3TFD0
10090.ENSMUSP00000026554	Q9CRB3
10090.ENSMUSP00000026565	Q9CQW9
10090.ENSMUSP00000026613	Q99KJ6
10090.ENSMUSP00000026743	Q9CZ13
10090.ENSMUSP00000026827	Q9DCS2
10090.ENSMUSP00000026899	Q9QZD8
10090.ENSMUSP00000026990	Q8VE80
10090.ENSMUSP00000027036	Q4FK51
10090.ENSMUSP00000027071	Q99KR3
10090.ENSMUSP00000027087	Q8C338
10090.ENSMUSP00000027144	Q9JLU2
10090.ENSMUSP00000027373	Q8CGA0
10090.ENSMUSP00000027384	B0LAC5
10090.ENSMUSP00000027421	O88380
10090.ENSMUSP00000027478	Q99LC3
10090.ENSMUSP00000027491	O35423
10090.ENSMUSP00000027579	Q3TGE1
10090.ENSMUSP00000027601	Q3ULG5
10090.ENSMUSP00000027736	Q3UL31
10090.ENSMUSP00000027768	Q8CJF7
10090.ENSMUSP00000027833	Q9ET41
10090.ENSMUSP00000027973	Q6NZN9
10090.ENSMUSP00000027975	Q3TGP3
10090.ENSMUSP00000028004	Q3U367
10090.ENSMUSP00000028010	P97501
10090.ENSMUSP00000028062	Q3TWV0
10090.ENSMUSP00000028222	Q9DC41
10090.ENSMUSP00000028223	Q3V3G5
10090.ENSMUSP00000028238	Q91V41
10090.ENSMUSP00000028332	Q9ET22
10090.ENSMUSP00000028382	Q8R4R6
10090.ENSMUSP00000028430	Q6PBG3
10090.ENSMUSP00000028509	Q99JX3
10090.ENSMUSP00000028553	Q9CQS2
10090.ENSMUSP00000028599	Q3TXN6
10090.ENSMUSP00000028610	A2AL20
10090.ENSMUSP00000028681	P19221
10090.ENSMUSP00000028704	Q3UEE8
10090.ENSMUSP00000028848	Q3TC72
10090.ENSMUSP00000028921	Q9DBR1
10090.ENSMUSP00000029013	Q6PAS9
10090.ENSMUSP00000029017	Q9Z2V4
10090.ENSMUSP00000029076	P16015
10090.ENSMUSP00000029082	Q3UIT9
10090.ENSMUSP00000029214	Q9Z2N8
10090.ENSMUSP00000029259	Q99MR8
10090.ENSMUSP00000029316	Q9D753
10090.ENSMUSP00000029382	Q9CR16
10090.ENSMUSP00000029405	Q3THK7
10090.ENSMUSP00000029515	P50543
10090.ENSMUSP00000029630	Q08284
10090.ENSMUSP00000029644	Q91VM9
10090.ENSMUSP00000029699	P48678
10090.ENSMUSP00000029708	Q8K4Z3
10090.ENSMUSP00000029722	Q3UJU5
10090.ENSMUSP00000029770	Q3U645
10090.ENSMUSP00000029804	Q6ZQJ2
10090.ENSMUSP00000029805	O08601
10090.ENSMUSP00000029837	Q8C7K4
10090.ENSMUSP00000029850	Q3UYY0
10090.ENSMUSP00000029987	Q91Y97
10090.ENSMUSP00000029989	Q5DTM8
10090.ENSMUSP00000030028	Q9D1Q6
10090.ENSMUSP00000030044	Q60839
10090.ENSMUSP00000030134	Q3TJ52
10090.ENSMUSP00000030192	Q5M9J2
10090.ENSMUSP00000030252	Q9WUR9
10090.ENSMUSP00000030296	Q9CQU0
10090.ENSMUSP00000030299	O54749
10090.ENSMUSP00000030345	Q9CU20
10090.ENSMUSP00000030432	P38060
10090.ENSMUSP00000030446	P70697
10090.ENSMUSP00000030455	Q9JII6
10090.ENSMUSP00000030491	Q9DBP5
10090.ENSMUSP00000030538	O54734
10090.ENSMUSP00000030583	Q9WTP6
10090.ENSMUSP00000030623	Q9Z1Q0
10090.ENSMUSP00000030734	Q58E59
10090.ENSMUSP00000030830	Q8QZU3
10090.ENSMUSP00000030905	Q9CY97
10090.ENSMUSP00000030940	Q61621
10090.ENSMUSP00000030986	P55302
10090.ENSMUSP00000031055	Q3U254
10090.ENSMUSP00000031061	Q3UDX4
10090.ENSMUSP00000031099	Q3UTB8
10090.ENSMUSP00000031103	Q3TJ71
10090.ENSMUSP00000031167	B2WTN8
10090.ENSMUSP00000031181	Q3UKM2
10090.ENSMUSP00000031183	Q8R084
10090.ENSMUSP00000031199	Q9QWG7
10090.ENSMUSP00000031314	Q546G4
10090.ENSMUSP00000031320	Q9Z126
10090.ENSMUSP00000031351	Q9JM93
10090.ENSMUSP00000031355	Q9Z1Z0
10090.ENSMUSP00000031377	Q3TCS7
10090.ENSMUSP00000031411	Q3U6I3
10090.ENSMUSP00000031423	Q5DTI2
10090.ENSMUSP00000031524	Q07417
10090.ENSMUSP00000031534	Q9WTX8
10090.ENSMUSP00000031583	Q9ESZ3
10090.ENSMUSP00000031590	Q8R3C6
10090.ENSMUSP00000031598	Q8K4L0
10090.ENSMUSP00000031617	Q3UCH0
10090.ENSMUSP00000031633	Q2KHL4
10090.ENSMUSP00000031707	Q3UWN2
10090.ENSMUSP00000031773	Q99JS7
10090.ENSMUSP00000031859	Q8R154
10090.ENSMUSP00000031862	P23198
10090.ENSMUSP00000031897	Q9DCM2
10090.ENSMUSP00000032143	Q8BMR3
10090.ENSMUSP00000032165	P60122
10090.ENSMUSP00000032175	Q8R0Y6
10090.ENSMUSP00000032237	Q8K0N8
10090.ENSMUSP00000032326	Q922S6
10090.ENSMUSP00000032336	Q8VCI0
10090.ENSMUSP00000032371	Q8VCB3
10090.ENSMUSP00000032422	Q91XD7
10090.ENSMUSP00000032440	Q9D1M0
10090.ENSMUSP00000032735	Q9D7V6
10090.ENSMUSP00000032779	Q9DCV1
10090.ENSMUSP00000032824	Q8BKU2
10090.ENSMUSP00000032865	P35505
10090.ENSMUSP00000032882	Q9CQ54
10090.ENSMUSP00000032912	Q91X91
10090.ENSMUSP00000032919	Q9EQK5
10090.ENSMUSP00000032927	Q5RL65
10090.ENSMUSP00000032998	Q9D0A2
10090.ENSMUSP00000033008	Q8BTU5
10090.ENSMUSP00000033012	Q9JIF7
10090.ENSMUSP00000033131	Q9CQ22
10090.ENSMUSP00000033136	A6H663
10090.ENSMUSP00000033185	Q8K1U6
10090.ENSMUSP00000033342	Q9DCH4
10090.ENSMUSP00000033662	P35486
10090.ENSMUSP00000033673	Q3UM20
10090.ENSMUSP00000033699	Q9JJ37
10090.ENSMUSP00000033715	Q9R1J0
10090.ENSMUSP00000033720	A2AFJ1
10090.ENSMUSP00000033776	A2AN81
10090.ENSMUSP00000033805	Q9Z2X2
10090.ENSMUSP00000033875	Q6P8V7
10090.ENSMUSP00000033992	Q3UAS7
10090.ENSMUSP00000034131	Q9EQH3
10090.ENSMUSP00000034164	Q8BHC2
10090.ENSMUSP00000034173	Q3UN14
10090.ENSMUSP00000034178	Q91WU0
10090.ENSMUSP00000034204	Q9CQF3
10090.ENSMUSP00000034264	Q9CQ60
10090.ENSMUSP00000034311	Q9D181
10090.ENSMUSP00000034326	Q9EPE9
10090.ENSMUSP00000034346	Q8QZR3
10090.ENSMUSP00000034414	Q91V76
10090.ENSMUSP00000034441	Q8R346
10090.ENSMUSP00000034509	P01831
10090.ENSMUSP00000034541	Q9DBG7
10090.ENSMUSP00000034588	O09042
10090.ENSMUSP00000034607	Q3U4S9
10090.ENSMUSP00000034763	Q4VA23
10090.ENSMUSP00000034866	Q99LC5
10090.ENSMUSP00000034878	Q8VEK0
10090.ENSMUSP00000034879	Q9DC33
10090.ENSMUSP00000034905	Q9QZG5
10090.ENSMUSP00000034915	P49935
10090.ENSMUSP00000034947	P24369
10090.ENSMUSP00000034966	Q9D8E6
10090.ENSMUSP00000034989	Q99LF5
10090.ENSMUSP00000035033	O55029
10090.ENSMUSP00000035105	B2CY77
10090.ENSMUSP00000035116	Q3UYS0
10090.ENSMUSP00000035163	Q8VC96
10090.ENSMUSP00000035216	Q9DBK7
10090.ENSMUSP00000035230	A2RSW6
10090.ENSMUSP00000035417	Q3UEH4
10090.ENSMUSP00000035456	Q9JJ80
10090.ENSMUSP00000035761	E9Q414
10090.ENSMUSP00000036337	Q9CYW4
10090.ENSMUSP00000036881	Q3U6P1
10090.ENSMUSP00000036924	Q8VDP4
10090.ENSMUSP00000037018	Q8VCM7
10090.ENSMUSP00000037131	Q91WK5
10090.ENSMUSP00000037259	Q3UNX7
10090.ENSMUSP00000037348	Q3UKH3
10090.ENSMUSP00000037555	Q8VCC2
10090.ENSMUSP00000037613	Q3UJS2
10090.ENSMUSP00000037665	Q64459
10090.ENSMUSP00000037930	Q8BWM7
10090.ENSMUSP00000038326	Q5U470
10090.ENSMUSP00000038339	Q8VCF0
10090.ENSMUSP00000038382	Q8C539
10090.ENSMUSP00000038505	Q6PI63
10090.ENSMUSP00000038700	Q8VCQ8
10090.ENSMUSP00000038755	Q8VCR7
10090.ENSMUSP00000038878	Q8BH00
10090.ENSMUSP00000038931	P46425
10090.ENSMUSP00000038958	Q8BTV2
10090.ENSMUSP00000038964	Q5RJV3
10090.ENSMUSP00000039133	Q8R5E6
10090.ENSMUSP00000039264	Q9QWR3
10090.ENSMUSP00000039429	Q8K150
10090.ENSMUSP00000039507	Q922B1
10090.ENSMUSP00000039757	O88379
10090.ENSMUSP00000040222	Q9CPY7
10090.ENSMUSP00000040424	Q8VC12
10090.ENSMUSP00000040591	Q8BWF0
10090.ENSMUSP00000040890	Q9ESV0
10090.ENSMUSP00000041104	Q9Z0X1
10090.ENSMUSP00000041149	P34884
10090.ENSMUSP00000041260	Q9CZS1
10090.ENSMUSP00000041308	Q3TKQ7
10090.ENSMUSP00000041538	Q3UBT8
10090.ENSMUSP00000041839	Q91W90
10090.ENSMUSP00000042351	Q3UPU8
10090.ENSMUSP00000042658	Q5EBP8
10090.ENSMUSP00000042895	Q9CRK2
10090.ENSMUSP00000042967	Q91YT0
10090.ENSMUSP00000043047	Q3U4Z7
10090.ENSMUSP00000043111	Q9D7S7
10090.ENSMUSP00000043315	Q8R3V4
10090.ENSMUSP00000043614	Q8K339
10090.ENSMUSP00000043662	P59708
10090.ENSMUSP00000043768	Q3UWG5
10090.ENSMUSP00000043821	Q8BU44
10090.ENSMUSP00000043981	Q9CV23
10090.ENSMUSP00000044012	Q8CE68
10090.ENSMUSP00000044033	Q06770
10090.ENSMUSP00000044036	Q99KH9
10090.ENSMUSP00000044050	P28843
10090.ENSMUSP00000044178	P62311
10090.ENSMUSP00000044288	Q91X83
10090.ENSMUSP00000044305	Q6P8J8
10090.ENSMUSP00000044548	Q9CWZ3
10090.ENSMUSP00000044556	Q3UTZ4
10090.ENSMUSP00000044645	Q9CU62
10090.ENSMUSP00000044677	B8A4C2
10090.ENSMUSP00000044769	Q99J83
10090.ENSMUSP00000044827	Q3U2W2
10090.ENSMUSP00000044993	Q9CQQ8
10090.ENSMUSP00000045362	P56654
10090.ENSMUSP00000045394	Q91WT7
10090.ENSMUSP00000045480	Q6PDL0
10090.ENSMUSP00000045606	Q8QZS1
10090.ENSMUSP00000045816	Q5SZA3
10090.ENSMUSP00000045841	Q9CRF9
10090.ENSMUSP00000045912	Q80X81
10090.ENSMUSP00000046079	Q8C165
10090.ENSMUSP00000046168	Q8R164
10090.ENSMUSP00000046302	Q924Y0
10090.ENSMUSP00000046340	Q3U9K2
10090.ENSMUSP00000046388	Q91W39
10090.ENSMUSP00000046480	Q78XF5
10090.ENSMUSP00000046530	Q8K016
10090.ENSMUSP00000046585	Q3UKS0
10090.ENSMUSP00000046908	Q3TTX0
10090.ENSMUSP00000047186	Q3U706
10090.ENSMUSP00000047210	Q9QX20
10090.ENSMUSP00000047218	B0R075
10090.ENSMUSP00000047356	Q8C2M8
10090.ENSMUSP00000047384	A4FUS1
10090.ENSMUSP00000047551	Q9D379
10090.ENSMUSP00000047571	Q3TXW2
10090.ENSMUSP00000047661	P43024
10090.ENSMUSP00000047678	Q8R2V4
10090.ENSMUSP00000047778	P11930
10090.ENSMUSP00000047790	P19157
10090.ENSMUSP00000047797	Q3UGU6
10090.ENSMUSP00000048016	Q62311
10090.ENSMUSP00000048091	Q9CQT2
10090.ENSMUSP00000048101	Q3TM09
10090.ENSMUSP00000048153	Q91VM5
10090.ENSMUSP00000048190	Q9CRV0
10090.ENSMUSP00000048469	Q5XJF6
10090.ENSMUSP00000048830	Q8VCX1
10090.ENSMUSP00000048975	Q6DI58
10090.ENSMUSP00000049315	Q8R097
10090.ENSMUSP00000049342	Q8VC97
10090.ENSMUSP00000049391	Q9ESH4
10090.ENSMUSP00000049528	P97868
10090.ENSMUSP00000050056	Q91XE4
10090.ENSMUSP00000050220	Q3TYQ2
10090.ENSMUSP00000050309	Q9DAU1
10090.ENSMUSP00000050446	Q5NCB5
10090.ENSMUSP00000050792	Q9D4E6
10090.ENSMUSP00000050940	Q542B0
10090.ENSMUSP00000051432	P27661
10090.ENSMUSP00000051700	Q8BRM1
10090.ENSMUSP00000052258	Q9R049
10090.ENSMUSP00000052373	Q80X68
10090.ENSMUSP00000052912	Q3TJL8
10090.ENSMUSP00000052945	Q9D003
10090.ENSMUSP00000053270	Q6PDR1
10090.ENSMUSP00000053540	Q9JJA0
10090.ENSMUSP00000053842	Q99M87
10090.ENSMUSP00000053877	Q6A0A9
10090.ENSMUSP00000054084	Q3T9I0
10090.ENSMUSP00000054322	Q147V6
10090.ENSMUSP00000054499	Q9Z1Z8
10090.ENSMUSP00000054863	P60335
10090.ENSMUSP00000055473	Q9CY59
10090.ENSMUSP00000055535	Q8K392
10090.ENSMUSP00000055743	P52196
10090.ENSMUSP00000056152	P11725
10090.ENSMUSP00000056359	Q9ERF3
10090.ENSMUSP00000056809	Q5BL11
10090.ENSMUSP00000056836	P03953
10090.ENSMUSP00000057308	P43274
10090.ENSMUSP00000057771	P46061
10090.ENSMUSP00000058168	P61963
10090.ENSMUSP00000058198	Q8R238
10090.ENSMUSP00000058308	Q9CSH0
10090.ENSMUSP00000058509	Q7TPZ2
10090.ENSMUSP00000058567	Q8K033
10090.ENSMUSP00000058919	Q3U8M3
10090.ENSMUSP00000059159	Q8CJ27
10090.ENSMUSP00000059395	Q3TML6
10090.ENSMUSP00000059404	P42669
10090.ENSMUSP00000059533	A1L013
10090.ENSMUSP00000060912	P58710
10090.ENSMUSP00000061059	P53811
10090.ENSMUSP00000061616	Q3TKY2
10090.ENSMUSP00000061851	A2ALT5
10090.ENSMUSP00000062030	P43275
10090.ENSMUSP00000062214	Q8VCZ9
10090.ENSMUSP00000062413	Q3USH5
10090.ENSMUSP00000063390	Q9QZ85
10090.ENSMUSP00000063825	Q3T9S7
10090.ENSMUSP00000063976	Q569X3
10090.ENSMUSP00000064163	Q8VHX6
10090.ENSMUSP00000064557	Q9CX22
10090.ENSMUSP00000064655	P12710
10090.ENSMUSP00000064699	Q8BH80
10090.ENSMUSP00000065125	Q8C5W3
10090.ENSMUSP00000065425	Q05117
10090.ENSMUSP00000065542	Q8BIU1
10090.ENSMUSP00000065568	Q3UXF4
10090.ENSMUSP00000065635	Q3U0Q9
10090.ENSMUSP00000065770	Q9Z1X4
10090.ENSMUSP00000065987	Q922B8
10090.ENSMUSP00000066068	Q3UDJ7
10090.ENSMUSP00000066092	O35459
10090.ENSMUSP00000066492	Q80U93
10090.ENSMUSP00000066534	Q3TMX5
10090.ENSMUSP00000066677	P06909
10090.ENSMUSP00000066715	Q922Q1
10090.ENSMUSP00000066839	P45878
10090.ENSMUSP00000066878	Q91WT9
10090.ENSMUSP00000066958	Q9ET30
10090.ENSMUSP00000067767	P47740
10090.ENSMUSP00000067867	Q9Z1A1
10090.ENSMUSP00000068086	Q9D635
10090.ENSMUSP00000068148	Q9QXK7
10090.ENSMUSP00000068288	Q9CSF9
10090.ENSMUSP00000068594	Q9JKR6
10090.ENSMUSP00000068895	Q920R9
10090.ENSMUSP00000068971	P32261
10090.ENSMUSP00000069004	Q3UK70
10090.ENSMUSP00000069284	Q2TBE6
10090.ENSMUSP00000069432	Q8CHH7
10090.ENSMUSP00000069554	Q3TUW1
10090.ENSMUSP00000069962	Q9D9C1
10090.ENSMUSP00000070821	Q9Z2W0
10090.ENSMUSP00000070871	Q9CYR6
10090.ENSMUSP00000070995	Q3U2B4
10090.ENSMUSP00000071078	O89079
10090.ENSMUSP00000071231	Q3TJQ7
10090.ENSMUSP00000071292	Q3U3J1
10090.ENSMUSP00000071377	Q9CW75
10090.ENSMUSP00000071422	Q7TPD0
10090.ENSMUSP00000071636	Q8BPD3
10090.ENSMUSP00000071658	Q3V1Z5
10090.ENSMUSP00000071686	P17742
10090.ENSMUSP00000071864	Q14DR9
10090.ENSMUSP00000072084	Q91X44
10090.ENSMUSP00000072125	Q3TTN2
10090.ENSMUSP00000072555	P24456
10090.ENSMUSP00000072717	A2A848
10090.ENSMUSP00000072803	Q9R0A4
10090.ENSMUSP00000072929	Q9CWA6
10090.ENSMUSP00000073161	Q9CR47
10090.ENSMUSP00000073171	Q921W4
10090.ENSMUSP00000073175	B1ARA5
10090.ENSMUSP00000073322	Q8VIJ7
10090.ENSMUSP00000073697	O55128
10090.ENSMUSP00000073880	P62082
10090.ENSMUSP00000073957	Q3UZK3
10090.ENSMUSP00000074160	Q9CR32
10090.ENSMUSP00000074724	Q4KL76
10090.ENSMUSP00000074783	Q9D6A4
10090.ENSMUSP00000074872	Q9EPQ7
10090.ENSMUSP00000074990	P56593
10090.ENSMUSP00000075067	Q5BL09
10090.ENSMUSP00000075150	P56391
10090.ENSMUSP00000075175	Q8JZQ9
10090.ENSMUSP00000075281	Q542I7
10090.ENSMUSP00000075321	Q91W19
10090.ENSMUSP00000075523	Q58DZ3
10090.ENSMUSP00000075655	Q9R1C7
10090.ENSMUSP00000075709	Q8QZY9
10090.ENSMUSP00000075762	Q3TTM6
10090.ENSMUSP00000075987	Q3U995
10090.ENSMUSP00000076433	Q9DCM0
10090.ENSMUSP00000076944	P62897
10090.ENSMUSP00000076989	Q8C2Q7
10090.ENSMUSP00000077118	Q922F9
10090.ENSMUSP00000077262	P45591
10090.ENSMUSP00000077612	O35658
10090.ENSMUSP00000077705	B2RWE8
10090.ENSMUSP00000077842	Q3UDG2
